GEO_ID,PCT_total_households_with_Device,PCT_total_households_with_Desktop,PCT_total_households_with_NO,PCT_total_households_with_Smartphone,PCT_total_households_with_NO2,PCT_total_households_with_Portable,PCT_total_households_with_NO3,PCT_total_households_with_Other,PCT_total_households_with_NO4,PCT_total_households_No_Device,PCT_total_households_with_SUB,PCT_total_households_with_DU,PCT_total_households_with_Broadband,PCT_total_households_with_Cellular,PCT_total_households_with_Cell_NO,PCT_total_households_with_Cable,PCT_total_households_with_SAT,PCT_total_households_without_SUB
0500000US39103,94.5,85.9,4.2,86.0,4.6,71.0,1.0,2.0,0.0,5.5,88.1,0.2,87.9,79.0,7.4,79.0,4.4,11.9
0500000US39109,90.5,74.8,5.9,81.8,9.6,61.5,1.2,1.9,0.0,9.5,87.2,0.6,86.6,77.5,11.4,72.2,5.0,12.8
0500000US39113,90.8,73.2,4.9,82.1,10.5,59.0,1.3,1.7,0.0,9.2,86.3,0.2,86.1,76.9,12.9,70.2,6.0,13.7
0500000US39119,88.0,71.9,6.8,76.0,8.2,60.9,1.8,1.9,0.0,12.0,82.9,0.0,82.8,51.6,12.3,65.6,6.5,17.1
0500000US39133,91.8,80.1,5.0,82.2,6.3,66.3,1.4,1.8,0.0,8.2,84.1,0.2,84.0,57.0,6.1,75.4,5.1,15.9
0500000US39139,84.5,70.0,7.2,72.4,7.3,54.1,1.4,2.3,0.0,15.5,80.5,0.5,80.1,68.2,9.4,67.8,5.0,19.5
0500000US39141,88.1,71.0,6.9,74.7,9.0,60.8,3.0,1.8,0.0,11.9,79.3,0.0,79.3,67.7,8.7,67.5,4.3,20.7
0500000US39145,87.7,67.4,3.4,78.3,10.5,58.7,1.4,2.3,0.0,12.3,81.0,0.2,80.9,65.4,12.7,58.8,9.2,19.0
0500000US39151,89.7,72.4,4.4,80.1,9.7,62.6,1.3,2.1,0.0,10.3,84.2,0.1,84.1,74.2,11.1,69.8,6.2,15.8
0500000US39153,91.0,76.7,5.5,82.0,8.1,62.1,1.2,2.4,0.0,9.0,86.9,0.4,86.5,76.9,9.6,74.2,6.6,13.1
0500000US39155,87.4,69.7,5.7,78.3,10.3,58.3,0.6,1.3,0.0,12.6,81.2,0.2,81.0,71.4,12.7,66.2,4.6,18.8
0500000US39157,87.9,64.6,5.0,78.3,11.2,61.4,1.2,2.0,0.1,12.1,80.0,0.4,79.6,66.3,11.5,62.1,7.9,20.0
0500000US39165,96.5,88.2,3.0,90.4,4.5,78.6,1.1,2.1,0.0,3.5,93.4,0.1,93.3,85.7,9.1,81.7,6.4,6.6
0500000US39169,85.8,74.9,5.4,76.1,5.5,56.6,1.4,1.7,0.0,14.2,81.7,0.6,81.1,71.6,11.0,66.9,3.6,18.3
0500000US39173,94.3,81.6,5.0,85.7,6.3,66.7,1.0,1.1,0.0,5.7,85.9,0.3,85.6,76.1,10.6,68.0,10.2,14.1
0500000US40017,94.4,83.3,3.3,87.7,7.6,70.6,0.3,2.6,0.0,5.6,91.6,0.1,91.5,86.4,14.7,71.1,9.9,8.4
0500000US40027,94.7,81.9,3.1,89.9,8.4,65.9,0.6,2.4,0.0,5.3,88.1,0.4,87.7,81.7,13.5,69.2,9.0,11.9
0500000US40031,92.7,72.7,4.1,87.1,13.9,58.5,0.4,1.7,0.0,7.3,88.5,0.1,88.4,82.0,19.1,64.4,8.2,11.5
0500000US40037,89.7,67.6,5.3,81.7,14.4,55.9,0.7,12.2,0.0,10.3,79.2,0.3,79.0,71.9,17.8,53.1,10.6,20.8
0500000US40101,86.0,67.2,2.9,80.0,13.1,46.2,1.2,7.2,0.0,14.0,74.2,0.4,73.8,55.3,16.2,44.6,17.0,25.8
0500000US40109,91.9,72.5,3.5,86.3,13.2,58.3,0.7,2.7,0.0,8.1,85.6,0.2,85.4,76.2,15.7,66.6,5.6,14.4
0500000US40119,93.8,77.1,3.8,86.8,10.0,63.2,0.6,2.4,0.0,6.2,83.2,0.3,82.9,75.0,13.7,63.2,8.7,16.8
0500000US40125,88.8,66.9,4.4,82.2,15.0,54.5,0.9,2.0,0.0,11.2,82.0,0.7,81.3,74.0,20.2,52.0,12.0,18.0
0500000US40131,94.5,75.2,4.1,88.2,12.4,63.8,0.8,2.0,0.0,5.5,83.9,0.3,83.6,77.0,14.6,58.0,13.3,16.1
0500000US40143,92.9,75.4,3.4,87.0,11.8,61.3,0.6,2.4,0.0,7.1,86.8,0.2,86.6,80.5,14.3,69.6,6.4,13.2
0500000US40145,93.9,79.1,3.1,88.4,8.3,67.6,0.5,3.8,0.0,6.1,89.3,0.2,89.1,80.7,15.1,66.9,10.7,10.7
0500000US41003,96.2,89.2,4.1,88.1,4.3,69.5,0.6,3.4,0.0,3.8,93.5,0.3,93.3,84.6,8.5,80.2,6.4,6.5
0500000US41005,95.2,87.9,5.2,87.1,3.6,71.2,0.8,2.5,0.0,4.8,89.2,0.3,88.9,81.6,8.1,78.3,6.0,10.8
0500000US41017,96.1,87.7,3.9,89.9,4.0,68.0,0.5,2.7,0.0,3.9,88.9,0.2,88.6,77.6,12.1,71.1,7.0,11.1
0500000US41019,90.5,79.3,8.4,77.9,6.9,56.6,0.5,1.4,0.0,9.5,84.2,1.1,83.2,70.3,9.0,67.4,10.9,15.8
0500000US41029,94.9,80.5,4.3,86.9,9.3,61.4,1.5,2.7,0.0,5.1,86.5,0.8,85.8,75.8,10.6,66.2,10.8,13.5
0500000US41033,92.9,76.6,7.8,77.3,10.7,58.5,2.1,3.2,0.0,7.1,81.4,0.7,80.7,70.2,11.5,59.4,13.2,18.6
0500000US41035,91.6,73.0,5.7,80.1,10.0,60.0,2.0,2.3,0.0,8.4,83.3,0.2,83.1,68.0,11.9,63.6,10.1,16.7
0500000US41039,94.7,83.0,5.8,84.7,7.3,62.3,0.5,2.3,0.0,5.3,89.4,0.4,89.0,79.7,9.7,74.1,6.5,10.6
0500000US41043,93.1,78.6,5.2,84.1,8.2,61.5,0.5,1.0,0.0,6.9,85.7,0.5,85.2,77.6,14.3,63.9,8.5,14.3
0500000US41047,95.0,78.3,4.7,86.2,9.8,62.1,1.6,1.8,0.0,5.0,86.5,0.6,85.9,77.3,13.0,67.8,6.8,13.5
0500000US41051,95.1,84.4,3.0,90.0,7.0,65.4,0.6,2.1,0.0,4.9,90.3,0.1,90.1,84.2,11.6,76.4,3.4,9.7
0500000US41053,95.9,83.4,5.6,85.6,4.8,67.8,0.8,3.1,0.0,4.1,91.9,0.5,91.5,80.9,13.1,70.7,8.9,8.1
0500000US41059,90.3,75.5,3.7,82.2,6.6,63.9,1.2,2.1,0.0,9.7,81.8,0.2,81.6,68.2,8.4,66.8,10.0,18.2
0500000US41067,97.1,88.4,3.5,91.0,4.8,72.0,0.8,3.0,0.0,2.9,92.8,0.2,92.6,85.0,8.6,81.4,5.0,7.2
0500000US41071,91.8,82.5,5.7,81.4,2.3,67.4,1.0,2.9,0.0,8.2,84.3,0.5,83.8,76.2,8.4,66.1,10.6,15.7
0500000US42001,89.6,76.1,6.7,78.0,7.5,56.9,1.0,3.0,0.2,10.4,87.0,1.5,85.5,74.4,11.8,69.9,6.1,13.0
0500000US42003,90.7,77.9,5.1,81.5,6.9,62.8,1.5,2.0,0.0,9.3,87.2,0.2,87.0,76.6,9.4,76.4,2.5,12.8
0500000US42005,85.3,71.0,7.4,70.3,6.9,56.5,2.7,2.7,0.2,14.7,78.9,0.7,78.2,64.8,7.7,66.4,6.9,21.1
0500000US42007,89.2,73.5,6.5,78.8,9.6,57.0,0.7,1.6,0.0,10.8,83.7,0.4,83.3,70.4,7.7,72.1,4.9,16.3
0500000US42011,89.7,74.5,5.3,80.2,8.5,59.4,1.4,3.0,0.1,10.3,83.3,0.5,82.8,72.8,10.3,69.8,4.1,16.7
0500000US42013,87.2,71.2,6.9,74.9,11.4,45.0,1.6,0.9,0.0,12.8,81.2,0.1,81.1,67.8,11.6,65.8,5.1,18.8
0500000US42017,93.5,85.3,4.3,85.6,4.2,71.3,1.1,2.0,0.0,6.5,90.5,0.2,90.3,82.5,6.9,82.4,2.4,9.5
0500000US42019,89.9,78.2,5.8,78.8,5.1,63.7,2.2,1.6,0.0,10.1,86.7,0.6,86.1,74.7,8.9,74.2,5.1,13.3
0500000US42021,83.7,68.3,7.6,68.9,7.9,54.6,2.7,2.3,0.1,16.3,78.2,0.4,77.8,64.8,11.4,62.9,3.7,21.8
0500000US42025,88.2,72.3,8.9,74.1,6.8,61.3,2.7,1.9,0.0,11.8,82.6,0.1,82.5,68.2,9.0,70.6,3.7,17.4
0500000US42027,92.3,85.2,6.9,82.1,3.3,63.5,0.8,4.0,0.0,7.7,85.0,0.7,84.3,75.1,8.9,73.0,4.3,15.0
0500000US42029,94.2,86.2,4.0,87.0,4.5,70.3,0.5,2.6,0.0,5.8,90.7,0.3,90.4,79.4,7.3,81.6,2.6,9.3
0500000US42033,86.3,72.5,8.2,72.2,6.1,55.7,2.2,1.8,0.0,13.7,79.5,0.8,78.7,65.2,13.3,60.6,5.9,20.5
0500000US42037,86.7,72.0,8.4,73.2,8.8,53.0,1.3,1.3,0.1,13.3,79.6,0.7,78.9,67.7,16.7,57.6,5.4,20.4
0500000US42039,88.8,74.6,8.8,71.6,6.6,58.6,2.3,2.5,0.1,11.2,83.7,1.0,82.7,66.9,13.3,66.2,4.9,16.3
0500000US42041,91.6,83.2,6.1,80.0,3.9,64.1,1.9,2.0,0.0,8.4,87.3,0.5,86.8,76.6,7.6,76.8,4.1,12.7
0500000US42043,89.2,73.5,6.3,78.8,9.3,54.5,1.7,5.0,0.1,10.8,83.2,0.4,82.7,71.4,11.3,69.4,4.3,16.8
0500000US42045,92.7,79.1,4.4,84.6,8.7,65.5,1.0,1.9,0.0,7.3,88.4,0.2,88.2,79.6,8.4,78.8,2.4,11.6
0500000US42049,90.4,73.4,5.7,79.1,10.9,58.6,1.8,2.3,0.0,9.6,85.3,0.9,84.4,72.9,12.7,69.0,5.1,14.7
0500000US42051,83.0,65.3,5.8,72.5,8.9,55.1,1.6,1.4,0.1,17.0,78.1,0.5,77.7,67.5,13.2,60.9,4.6,21.9
0500000US42055,87.9,75.8,7.1,75.7,5.8,60.5,0.7,2.5,0.2,12.1,82.0,1.0,81.0,70.3,10.0,67.1,6.4,18.0
0500000US42063,85.1,73.2,8.2,72.9,7.0,55.0,1.1,2.5,0.0,14.9,79.1,0.6,78.5,66.0,14.6,57.5,7.4,20.9
0500000US42069,88.4,74.5,5.2,79.0,8.1,57.1,1.4,1.5,0.0,11.6,84.1,0.9,83.2,71.3,10.7,70.6,3.2,15.9
0500000US42071,88.2,77.4,5.6,77.9,6.1,59.9,1.1,2.5,0.0,11.8,81.4,0.5,80.9,71.7,9.0,69.8,3.4,18.6
0500000US42073,88.4,73.2,6.0,76.1,8.5,57.3,1.4,0.8,0.0,11.6,83.5,0.4,83.1,68.5,12.9,66.3,3.7,16.5
0500000US42075,88.7,75.4,6.8,76.3,6.1,64.9,1.5,2.1,0.0,11.3,87.4,0.6,86.9,74.5,11.6,72.6,6.0,12.6
0500000US42077,90.7,76.4,4.4,82.3,8.5,63.2,1.4,2.5,0.0,9.3,85.6,0.3,85.2,76.3,9.7,73.9,4.5,14.4
0500000US42079,87.0,68.7,6.1,77.0,11.4,54.6,1.2,2.3,0.0,13.0,82.1,0.9,81.2,72.1,14.5,64.0,5.4,17.9
0500000US42081,88.7,74.9,7.6,73.0,6.7,61.8,2.5,2.4,0.0,11.3,82.2,0.9,81.3,67.4,9.4,66.7,7.3,17.8
0500000US42085,85.5,70.7,6.3,74.6,7.8,56.7,0.9,1.5,0.0,14.5,81.6,0.8,80.8,67.4,11.1,66.1,4.2,18.4
0500000US42089,92.8,82.5,6.2,83.0,5.2,64.6,0.9,2.6,0.0,7.2,87.5,0.6,86.8,77.6,6.7,74.2,10.0,12.5
0500000US42091,94.9,86.7,4.2,87.5,4.0,72.2,1.1,2.5,0.0,5.1,91.7,0.1,91.6,84.4,6.8,83.6,2.6,8.3
0500000US42095,90.2,78.4,5.1,81.2,6.0,62.2,0.8,4.6,0.1,9.8,84.5,0.2,84.3,74.2,7.6,74.3,5.7,15.5
0500000US42097,83.2,66.4,6.6,71.9,10.7,51.8,1.8,2.2,0.1,16.8,78.0,0.6,77.4,68.4,12.5,60.7,4.9,22.0
0500000US42101,88.1,68.8,3.7,81.4,12.5,54.9,1.0,1.9,0.0,11.9,80.0,0.2,79.8,71.8,12.1,65.9,5.8,20.0
0500000US42107,83.5,70.3,7.2,70.5,7.4,52.1,1.5,1.5,0.0,16.5,77.7,0.3,77.4,63.6,8.7,64.2,5.1,22.3
0500000US42111,81.0,67.7,8.7,67.1,6.1,54.5,1.8,1.5,0.0,19.0,75.4,0.5,74.8,60.7,12.5,55.7,6.9,24.6
0500000US42125,89.1,74.6,5.1,79.1,8.3,62.9,1.3,1.3,0.0,10.9,85.2,0.7,84.5,74.2,13.6,67.3,5.1,14.8
0500000US42129,89.2,76.8,6.7,76.8,7.1,59.6,1.6,2.0,0.0,10.8,84.2,0.4,83.7,70.1,9.6,72.0,3.8,15.8
0500000US42133,90.8,76.3,4.8,82.3,8.0,64.6,1.1,2.1,0.0,9.2,84.2,0.5,83.7,74.7,11.3,69.0,4.5,15.8
0500000US44003,90.6,80.8,4.8,81.0,5.1,66.8,1.1,2.2,0.0,9.4,86.2,0.1,86.1,75.2,6.6,78.3,2.2,13.8
0500000US44005,92.5,83.9,7.6,80.4,3.8,66.7,1.1,3.9,0.0,7.5,89.1,0.6,88.5,78.2,8.7,78.0,5.3,10.9
0500000US44007,87.6,71.2,4.5,80.1,8.7,59.5,0.9,1.7,0.0,12.4,82.8,0.1,82.6,74.2,11.6,68.7,4.2,17.2
0500000US44009,95.3,86.0,4.8,85.1,3.0,75.0,1.7,3.9,0.0,4.7,93.8,0.1,93.6,83.2,7.1,85.6,2.7,6.2
0500000US45003,90.0,70.0,4.3,82.7,14.0,56.3,1.0,1.4,0.0,10.0,83.0,0.4,82.6,77.1,17.6,62.0,6.3,17.0
0500000US45007,90.2,69.9,4.4,82.5,11.6,60.9,1.4,2.2,0.0,9.8,81.3,0.1,81.2,73.6,12.6,65.3,6.4,18.7
0500000US45013,95.2,80.1,2.6,88.5,9.1,72.2,1.4,2.7,0.1,4.8,90.2,0.1,90.1,81.4,9.1,78.4,6.8,9.8
0500000US45015,93.1,77.7,5.5,85.0,10.2,63.3,0.7,2.6,0.0,6.9,83.8,0.1,83.7,76.2,9.6,70.3,7.4,16.2
0500000US45019,94.2,74.6,2.8,89.1,14.6,53.1,0.9,2.1,0.1,5.8,83.6,0.2,83.4,78.0,15.8,65.4,5.1,16.4
0500000US45031,78.1,56.0,5.6,68.9,15.3,45.5,1.7,2.6,0.0,21.9,63.4,0.4,63.0,48.3,14.6,39.6,8.9,36.6
0500000US45035,96.0,80.9,3.7,89.0,10.7,62.7,1.2,2.3,0.0,4.0,87.4,0.1,87.2,76.9,12.7,71.8,8.4,12.6
0500000US45041,87.4,67.4,4.2,80.2,15.0,50.8,0.9,0.6,0.0,12.6,73.4,0.2,73.2,61.4,10.7,55.3,10.3,26.6
0500000US45045,91.7,76.9,4.1,84.6,9.4,63.1,0.9,2.4,0.0,8.3,86.7,0.2,86.5,74.5,10.3,73.5,7.8,13.3
0500000US45047,84.2,60.7,4.7,76.9,16.0,47.1,0.9,0.7,0.0,15.8,78.4,0.4,77.9,69.5,21.0,52.4,7.9,21.6
0500000US45051,93.3,75.4,4.8,83.9,12.5,55.0,1.0,8.0,0.0,6.7,84.9,0.6,84.4,68.0,9.7,72.4,5.1,15.1
0500000US45055,90.9,77.4,5.8,81.3,6.6,63.2,1.6,12.1,0.0,9.1,86.0,0.0,86.0,68.4,9.8,67.5,11.6,14.0
0500000US45057,91.9,72.0,3.7,85.3,13.4,63.0,1.2,7.0,0.0,8.1,85.1,0.7,84.4,61.8,10.5,70.8,5.8,14.9
0500000US45059,82.0,59.9,3.9,76.4,13.9,50.6,0.7,3.7,0.0,18.0,74.9,0.1,74.8,65.0,16.9,52.2,10.4,25.1
0500000US45063,91.9,77.1,3.1,86.5,9.4,66.1,0.8,1.7,0.0,8.1,87.3,0.0,87.3,78.2,11.2,72.7,6.8,12.7
0500000US45073,84.9,69.3,7.5,74.7,9.2,59.0,0.0,2.3,0.0,15.1,74.2,0.2,74.1,66.0,15.2,51.3,10.5,25.8
0500000US45075,84.9,60.5,3.8,78.7,15.3,48.7,1.0,1.5,0.0,15.1,72.4,0.5,71.9,65.4,23.7,43.2,8.4,27.6
0500000US45077,89.1,71.0,3.9,81.3,9.4,63.1,1.2,1.8,0.2,10.9,78.8,0.6,78.2,70.5,12.1,61.4,9.5,21.2
0500000US45079,94.6,79.3,2.9,89.3,10.1,62.9,0.9,13.2,0.0,5.4,85.1,0.0,85.0,78.5,7.8,74.4,8.5,14.9
0500000US45083,89.2,72.3,4.4,81.5,9.8,59.7,1.1,1.8,0.1,10.8,81.8,0.3,81.5,72.8,10.9,67.0,7.3,18.2
0500000US45085,87.5,67.9,3.1,81.4,13.3,52.4,1.0,3.2,0.0,12.5,80.5,0.1,80.4,72.3,9.3,68.6,6.0,19.5
0500000US45091,94.0,80.6,3.1,88.9,7.4,67.9,0.5,14.6,0.0,6.0,88.7,0.0,88.6,83.4,12.5,73.0,6.7,11.3
0500000US46099,93.1,80.4,4.1,86.0,7.7,63.2,1.0,2.1,0.0,6.9,86.2,0.0,86.2,78.0,12.4,70.5,6.3,13.8
0500000US46103,91.5,76.3,6.3,80.5,8.4,60.1,1.4,5.3,0.0,8.5,84.7,0.0,84.6,73.7,8.1,73.8,5.2,15.3
0500000US47001,90.9,71.1,4.4,81.8,8.1,66.2,1.5,2.9,0.0,9.1,85.5,0.4,85.1,75.1,15.5,60.7,5.6,14.5
0500000US47009,90.0,76.3,5.0,81.0,8.0,58.6,1.3,2.8,0.2,10.0,82.2,0.3,81.9,72.5,10.9,67.6,7.0,17.8
0500000US47011,88.7,69.9,3.2,81.8,9.4,61.7,1.8,0.9,0.0,11.3,82.7,0.7,82.0,74.3,12.5,63.8,7.7,17.3
0500000US47037,94.1,78.4,3.6,88.0,9.4,63.9,0.7,9.6,0.0,5.9,90.1,0.1,90.0,85.1,13.8,74.1,5.3,9.9
0500000US47059,87.3,65.7,5.6,77.7,13.0,57.1,1.0,2.0,0.0,12.7,78.4,0.0,78.4,70.5,21.8,51.4,4.9,21.6
0500000US47065,90.8,76.5,3.9,84.1,9.2,60.9,0.8,2.3,0.0,9.2,85.8,0.1,85.6,75.4,9.1,74.9,2.8,14.2
0500000US47093,91.7,77.2,3.3,86.2,9.6,64.7,0.6,2.5,0.0,8.3,84.5,0.1,84.4,61.9,11.0,71.4,4.0,15.5
0500000US47113,90.5,68.2,6.1,80.7,16.9,53.2,1.0,0.5,0.0,9.5,85.0,0.0,85.0,74.6,20.2,62.0,5.4,15.0
0500000US47119,91.6,78.0,4.6,84.1,9.3,64.8,0.2,2.1,0.0,8.4,85.3,0.2,85.2,78.3,13.9,67.5,7.2,14.7
0500000US47125,95.8,82.1,3.2,90.1,8.1,69.3,0.4,2.0,0.0,4.2,91.5,0.5,91.0,86.8,11.5,75.6,8.1,8.5
0500000US47141,91.1,74.0,4.5,83.1,7.9,60.8,1.5,1.5,0.0,8.9,81.7,0.0,81.7,74.7,13.7,67.1,3.3,18.3
0500000US47147,91.9,73.8,1.6,88.7,11.6,59.0,0.3,3.0,0.0,8.1,86.7,0.2,86.5,80.7,17.7,63.4,11.8,13.3
0500000US47149,95.3,82.2,3.1,90.3,7.4,68.2,0.4,6.7,0.0,4.7,90.7,0.2,90.5,85.6,13.5,74.1,6.5,9.3
0500000US47155,89.7,69.0,4.0,80.9,9.3,61.1,2.9,1.7,0.0,10.3,82.3,0.2,82.1,72.7,16.0,59.1,10.1,17.7
0500000US47157,84.9,65.0,3.1,79.4,13.3,54.9,1.1,2.1,0.0,15.1,76.5,0.3,76.2,70.0,13.1,59.1,8.2,23.5
0500000US47163,88.1,70.9,5.6,76.9,10.2,58.1,1.0,3.0,0.0,11.9,81.3,0.1,81.3,70.4,10.6,68.2,3.3,18.7
0500000US47165,93.1,76.2,3.1,86.5,8.9,67.1,1.8,2.0,0.0,6.9,89.3,0.0,89.3,83.1,12.2,72.2,9.8,10.7
0500000US47179,90.0,71.8,3.5,82.8,11.3,62.8,0.9,3.2,0.1,10.0,82.1,0.3,81.8,75.5,13.6,65.3,4.9,17.9
0500000US47187,97.3,93.8,1.6,94.0,1.6,82.4,0.0,6.3,0.4,2.7,95.4,0.0,95.4,91.4,6.5,85.7,8.1,4.6
0500000US47189,93.8,82.1,3.1,87.5,6.1,71.8,0.5,3.0,0.2,6.2,85.7,0.0,85.7,79.2,13.4,69.2,6.5,14.3
0500000US48005,91.3,76.1,4.9,81.4,8.5,64.5,0.8,1.9,0.0,8.7,86.9,0.1,86.8,75.3,16.3,63.9,7.3,13.1
0500000US48021,89.3,68.2,3.2,84.4,9.9,58.2,1.4,2.1,0.0,10.7,83.4,0.0,83.4,78.9,18.0,52.4,14.4,16.6
0500000US48027,92.5,79.9,5.1,82.8,6.2,67.3,2.0,1.9,0.0,7.5,88.4,0.1,88.3,61.9,14.7,70.6,6.0,11.6
0500000US48029,93.1,73.3,2.9,88.0,13.6,60.8,0.7,4.3,0.0,6.9,83.3,0.1,83.3,75.1,12.7,67.4,8.7,16.7
0500000US48037,81.6,65.4,3.9,75.9,10.3,34.6,0.7,1.1,0.0,18.4,73.5,0.0,73.5,65.3,14.3,56.3,18.6,26.5
0500000US48039,93.3,79.3,2.7,88.7,10.6,61.9,0.3,2.2,0.1,6.7,90.4,0.0,90.3,82.2,15.3,69.9,8.4,9.6
0500000US48041,95.7,84.6,2.7,90.6,5.9,70.9,0.8,3.2,0.0,4.3,83.9,0.0,83.9,77.4,8.8,69.8,7.9,16.1
0500000US48061,82.9,56.0,2.7,77.9,18.7,49.3,0.8,1.2,0.0,17.1,56.0,0.0,56.0,45.1,14.8,37.2,6.5,44.0
0500000US48085,98.4,91.9,2.1,95.0,4.2,75.0,0.3,5.1,0.0,1.6,94.1,0.1,94.0,84.8,6.1,84.4,8.0,5.9
0500000US48091,94.1,83.0,3.2,88.7,8.0,72.0,0.7,4.0,0.0,5.9,90.3,0.3,90.0,85.2,8.7,77.7,9.0,9.7
0500000US48099,90.3,74.4,6.0,81.4,9.1,57.6,0.4,1.1,0.0,9.7,85.0,0.1,84.9,70.0,16.2,61.6,11.0,15.0
0500000US48113,91.5,73.5,2.5,87.4,12.8,59.5,0.4,7.3,0.0,8.5,82.8,0.1,82.7,77.4,13.1,66.5,6.1,17.2
0500000US48121,97.9,89.0,1.8,94.5,5.3,78.4,0.2,3.0,0.0,2.1,93.8,0.0,93.8,88.9,6.8,83.9,8.5,6.2
0500000US48135,92.6,64.6,3.0,87.5,16.1,54.8,1.4,4.1,0.0,7.4,83.2,0.0,83.2,74.9,14.0,60.0,11.6,16.8
0500000US48139,96.4,81.0,2.0,91.5,11.0,68.2,0.4,2.5,0.0,3.6,92.5,0.2,92.3,84.6,19.3,62.4,18.7,7.5
0500000US48141,89.9,68.6,2.3,85.9,15.5,54.6,0.6,1.7,0.0,10.1,79.9,0.2,79.7,74.4,17.5,57.8,8.7,20.1
0500000US48157,97.1,90.2,1.6,93.8,4.0,78.1,0.5,2.3,0.0,2.9,93.3,0.2,93.1,87.6,9.4,81.7,8.2,6.7
0500000US48167,93.4,77.9,2.2,89.7,9.5,64.7,0.5,2.8,0.0,6.6,88.3,0.7,87.6,83.6,15.8,68.7,6.0,11.7
0500000US48181,92.4,71.5,3.5,87.7,15.1,56.0,0.2,2.4,0.0,7.6,71.1,0.3,70.8,64.3,15.3,46.8,9.7,28.9
0500000US48183,90.4,64.4,3.4,85.4,19.4,54.2,0.5,1.3,0.0,9.6,83.1,0.0,83.1,76.8,23.4,57.1,6.4,16.9
0500000US48187,93.5,79.7,3.3,87.5,8.9,66.8,0.7,2.4,0.0,6.5,88.6,0.2,88.4,74.2,16.9,66.2,10.3,11.4
0500000US48201,93.4,75.2,2.4,89.2,12.5,62.4,0.5,2.4,0.0,6.6,86.7,0.1,86.6,79.5,14.1,69.8,8.6,13.3
0500000US48203,86.8,69.6,5.3,79.3,9.9,50.9,0.7,1.9,0.0,13.2,66.5,0.0,66.5,61.1,14.8,38.9,15.6,33.5
0500000US48209,96.0,83.5,2.2,91.9,9.3,64.1,0.3,2.4,0.0,4.0,88.5,0.0,88.5,77.1,12.7,72.0,5.3,11.5
0500000US48213,86.3,63.0,4.2,78.7,15.9,48.5,0.7,1.0,0.0,13.7,80.2,0.0,80.2,71.7,20.1,53.4,19.2,19.8
0500000US48215,84.0,55.6,2.6,79.4,20.8,45.9,0.8,1.4,0.0,16.0,69.0,0.1,68.9,56.9,16.9,47.5,8.0,31.0
0500000US48231,92.6,72.0,3.7,86.5,15.4,60.5,0.8,2.0,0.0,7.4,82.7,0.2,82.6,76.3,23.0,44.1,19.9,17.3
0500000US48245,89.7,62.6,3.0,84.4,17.9,54.0,0.8,1.8,0.1,10.3,78.8,0.1,78.7,66.9,20.7,55.1,5.3,21.2
0500000US48251,94.5,77.5,2.5,91.2,10.7,65.2,0.3,2.1,0.0,5.5,90.4,0.2,90.2,82.4,34.4,48.0,14.3,9.6
0500000US48257,90.9,73.8,2.2,87.1,11.8,63.1,0.6,13.1,0.0,9.1,81.1,0.0,81.1,62.5,10.4,59.5,16.5,18.9
0500000US48291,84.8,61.8,4.1,77.4,16.1,46.8,1.2,2.3,0.0,15.2,79.0,0.0,79.0,73.5,21.5,44.0,16.3,21.0
0500000US48303,92.9,73.4,1.7,89.4,12.4,63.6,0.5,2.4,0.0,7.1,81.7,0.1,81.6,76.5,13.1,64.9,9.0,18.3
0500000US48309,88.5,69.9,2.9,82.7,13.0,55.7,1.1,1.8,0.0,11.5,81.2,0.3,80.9,72.7,16.2,59.2,7.4,18.8
0500000US48329,94.3,75.9,1.5,90.8,12.8,60.1,0.6,2.4,0.0,5.7,86.9,0.0,86.9,79.7,14.7,64.2,7.2,13.1
0500000US48339,96.5,83.0,2.8,92.2,8.0,67.7,0.5,2.4,0.0,3.5,91.9,0.1,91.8,81.1,12.4,73.6,13.7,8.1
0500000US48347,87.4,67.7,2.2,83.0,11.3,60.9,1.0,1.4,0.0,12.6,80.5,0.1,80.5,73.0,18.9,53.5,11.9,19.5
0500000US48355,89.8,60.5,2.8,84.9,17.3,53.3,0.7,10.5,0.0,10.2,84.1,0.2,84.0,79.3,15.4,66.0,5.1,15.9
0500000US48361,89.8,68.1,2.9,84.8,14.1,52.7,0.6,0.7,0.0,10.2,85.4,0.0,85.4,79.4,23.7,55.6,9.4,14.6
0500000US48367,94.9,81.7,1.9,90.9,8.9,65.8,0.6,2.1,0.0,5.1,85.6,0.0,85.6,80.2,10.1,59.2,20.3,14.4
0500000US48375,90.0,61.3,2.9,85.2,21.9,45.0,0.5,0.8,0.0,10.0,78.0,0.2,77.8,70.8,23.5,50.9,6.2,22.0
0500000US48381,96.3,82.5,3.3,91.2,7.8,68.1,0.2,3.7,0.0,3.7,91.5,0.1,91.4,84.4,8.2,79.0,9.9,8.5
0500000US48397,98.1,88.7,1.6,95.7,6.5,80.1,0.2,2.9,0.0,1.9,96.1,0.0,96.1,93.5,10.8,78.1,21.7,3.9
0500000US48409,86.2,63.2,3.3,81.0,12.2,57.9,1.0,1.7,0.0,13.8,76.0,0.0,76.0,67.5,10.0,60.1,9.1,24.0
0500000US48423,94.3,60.5,2.8,87.1,9.2,71.9,2.4,1.9,0.0,5.7,85.1,0.0,85.0,74.8,34.8,44.7,8.1,14.9
